sheet,name,brand_usp,ingredients,serving_size_g,allergens,shelf_life,small_pack_g,large_pack_g,manufacturer,mrp,status,grammage,energy_kcal,protein_g,carbohydrate_g,total_sugar_g,added_sugar_g,dietary_fibre_g,total_fat_g,saturated_fat_g,unsaturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,energy_pct,protein_pct,added_sugar_pct,dietary_fibre_pct,total_fat_pct,saturated_fat_pct,trans_fat_pct,sodium_pct,calcium_pct
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,15,68.09,1.77,10.05,1.3,0.92,0.84,2.3,0.81,1.49,0.02,0.15,150.93,,3.4,3.3,1.9,2.8,3.4,3.7,0.7,7.5,
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,20,90.78,2.36,13.41,1.73,1.23,1.13,3.07,1.08,1.99,0.02,0.2,201.24,,4.5,4.4,2.5,3.8,4.6,4.9,1,10,
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,35,158.87,4.14,23.46,3.03,2.15,1.97,5.38,1.89,3.48,0.04,0.35,352.17,,7.9,7.6,4.3,6.6,8,8.6,1.8,17.6,
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,38,172.49,4.49,25.47,3.29,2.34,2.14,5.84,2.05,3.78,0.04,0.38,382.35,,,,,,,,,,
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,55,249.67,6.5,36.87,4.76,3.39,3.1,8.45,2.97,5.47,0.06,0.55,553.41,,,,,,,,,,
Launched products,Dahi papdi quinoa puffs,Rich in Protein | Source of Dietary Fibre | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (garlic, cumin, onion, chilli), hydrolysed vegetable protein (soya), yeast extract powder, edible vegetable oil (sunflower oil), iodised salt, black salt, milk solids, sugar, acidity regulators (INS 262(i), INS 330), anti-caking agents (INS 551, INS 341(iii)), flavour enhancers (INS 627, INS 631).

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soya & milk products & made in a facility that processes nuts, seeds, wheat flour and other allergen material.",3 months,38,105,"
NUTROMODE SNACKS PVT. LTD.
PLOT NO 203 BEHIND INDIAN OIL PETROL
PUMP DHAKAMBE DINDORI, NASHIK,
MAHARASHTRA-422004

FSSAI Lic. No.: 11525999000526","38g for 60/-
(1.57 per gram)

105g for 155/-
(1.47per gram)",not_launched,100,453.94,11.83,67.05,8.67,6.17,5.65,15.38,5.41,9.96,0.1,1,1006.2,,,,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,15,66.22,1.29,9.73,0.48,,,2.01,,,,,,,3.3,2.3,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,20,88.3,1.72,12.98,0.64,,,2.68,,,,,,,4.4,3.2,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,35,154.52,3.01,22.71,1.12,,,4.69,,,,,,,7.7,5.6,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,37,163.35,3.182,24.013,1.184,,,4.95,,,,,,,,,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,38,167.77,3.268,24.66,1.21,,,5,,,,,,,,,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,55,242.82,4.73,35.69,1.76,,,7.37,,,,,,,,,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,100,441.5,8.6,64.9,3.2,,,13.4,,,,,,,22.1,15.9,,,,,,,
Launched products,Sriracha quinoa puffs,Source of Protein | Roasted | Made with Whole Grains | No Palm Oil,"Quinoa, corn, rice, jowar, oats, gram flour, potato flakes, iodised salt, edible vegetable oil (rice bran oil).

Seasoing : Spices and condiments (cumin powder, dry coriander powder, red chilli powder), dehydrated vegetable powder (onion, garlic, lime), hydrolysed vegetable protein (soya), yeast extract powder, black salt, maltodextrin, flavour enhancers (INS 627, INS 631), anti-caking agent (INS 551), acidity regulators (INS 262 (i),INS 330, INS 296).

CONTAINS NATURAL AND NATURE-IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains Soya. Manufactured in a facility on shared equipments that also handles peanuts, tree nuts, mustard, sesame, gluten.",3 months,38,105,"

SNACKSMITHS PVT. LTD.
UNIT NO. 104, FIRST FLOOR, BLDG. NO. 5, SQUARE INDUSTRIAL PARK, NATIONAL HIGHWAY - 8, NEAR TUNGARESHWAR PHATA, VASAI (EAST) - 401208, MAHARASHTRA, INDIA
FSSAI Lic. No.: 115190190000642","38g for 60/-
(1.57per gram)

105g for 155/-
(1.45 per gram)",not_launched,105,463.57,9.03,68.14,3.36,,,14.07,,,,,,,,,,,,,,,
Launched products,Tangy Tomato chickpea puff,Rich in Dietary fibre | Rich In Protein | No Palm Oil | No Trans Fat,"Chickpea, rice, tapioca starch, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (chilli, onion, garlic, clove), tomato powder, yeast extract powder, hydrolysed vegetable protein (soya), iodised salt, sugar, acidity regulators (INS 262(i), INS 296, INS 330, INS 334), anti-caking agent (INS 551), flavour enhancers (INS 627, INS 631). 

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soy and manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"Snacksmiths PVT. LTD.
Unit No.104, First Floor, Bldg. No.5, Square Industrial Park, National Highway - 8, Near Tungareshwar Phata, Vasai (East) - 401208, Maharashtra, India 
FSSAI Lic. No. 115190190000642","50 for 38g (per gm-1.3/-)

135 for 105g(per gm-1.28/-)",not_launched,20,88,2.208,14.2,1,0.95,1.72,2.5,0.34,,0,0,208.24,,4.4,4.1,1.9,5.7,3.7,1.6,,10.41,
Launched products,Tangy Tomato chickpea puff,Rich in Dietary fibre | Rich In Protein | No Palm Oil | No Trans Fat,"Chickpea, rice, tapioca starch, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (chilli, onion, garlic, clove), tomato powder, yeast extract powder, hydrolysed vegetable protein (soya), iodised salt, sugar, acidity regulators (INS 262(i), INS 296, INS 330, INS 334), anti-caking agent (INS 551), flavour enhancers (INS 627, INS 631). 

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soy and manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"Snacksmiths PVT. LTD.
Unit No.104, First Floor, Bldg. No.5, Square Industrial Park, National Highway - 8, Near Tungareshwar Phata, Vasai (East) - 401208, Maharashtra, India 
FSSAI Lic. No. 115190190000642","50 for 38g (per gm-1.3/-)

135 for 105g(per gm-1.28/-)",not_launched,25,110,2.76,17.7,1.25,1.18,2.15,3.1,0.42,,0,0,260.3,,5.5,5.1,2.4,7.2,4.6,1.9,,13.02,
Launched products,Tangy Tomato chickpea puff,Rich in Dietary fibre | Rich In Protein | No Palm Oil | No Trans Fat,"Chickpea, rice, tapioca starch, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (chilli, onion, garlic, clove), tomato powder, yeast extract powder, hydrolysed vegetable protein (soya), iodised salt, sugar, acidity regulators (INS 262(i), INS 296, INS 330, INS 334), anti-caking agent (INS 551), flavour enhancers (INS 627, INS 631). 

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soy and manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"Snacksmiths PVT. LTD.
Unit No.104, First Floor, Bldg. No.5, Square Industrial Park, National Highway - 8, Near Tungareshwar Phata, Vasai (East) - 401208, Maharashtra, India 
FSSAI Lic. No. 115190190000642","50 for 38g (per gm-1.3/-)

135 for 105g(per gm-1.28/-)",not_launched,30,132,3.31,21.29,1.49,1.41,2.58,3.72,0.51,,0,0,312.3,,6.6,6.1,2.84,8.61,5.55,2.3,,15.6,
Launched products,Tangy Tomato chickpea puff,Rich in Dietary fibre | Rich In Protein | No Palm Oil | No Trans Fat,"Chickpea, rice, tapioca starch, edible vegetable oil (rice bran oil).

Seasoning: Spices and condiments (chilli, onion, garlic, clove), tomato powder, yeast extract powder, hydrolysed vegetable protein (soya), iodised salt, sugar, acidity regulators (INS 262(i), INS 296, INS 330, INS 334), anti-caking agent (INS 551), flavour enhancers (INS 627, INS 631). 

CONTAINS NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCE(S).",35,"Contains soy and manufactured in a facility on shared equipment that also processes soya, peanuts, tree nuts, mustard, sesame, gluten, milk & milk products.",3 months,38,105,"Snacksmiths PVT. LTD.
Unit No.104, First Floor, Bldg. No.5, Square Industrial Park, National Highway - 8, Near Tungareshwar Phata, Vasai (East) - 401208, Maharashtra, India 
FSSAI Lic. No. 115190190000642","50 for 38g (per gm-1.3/-)

135 for 105g(per gm-1.28/-)",not_launched,35,154,3.86,24.8,1.7,1.65,3,4.3,0.59,,0,0,364.4,,7.7,7.2,3.3,10,6.5,2.7,,18.2,
